indice,codigo,severidad,hoja_rem,hoja_sistema,seccion,validacion,celda,valor,tipo,estado
"824","VAL-048","REVISAR","REM08","A08","A.3",">0","AH35","","","CELDA_VACIA"
"825","VAL-048","REVISAR","REM08","A08","A.3",">0","AI35","","","CELDA_VACIA"
"826","VAL-048","REVISAR","REM08","A08","A.3",">0","AJ35","","","CELDA_VACIA"
"827","VAL-048","REVISAR","REM08","A08","A.3",">0","AK35","","","CELDA_VACIA"
"828","VAL-048","REVISAR","REM08","A08","A.3",">0","AL35","","","CELDA_VACIA"
"829","VAL-048","REVISAR","REM08","A08","A.3",">0","E36","","","CELDA_VACIA"
"830","VAL-048","REVISAR","REM08","A08","A.3",">0","F36","","","CELDA_VACIA"
"831","VAL-048","REVISAR","REM08","A08","A.3",">0","G36","","","CELDA_VACIA"
"832","VAL-048","REVISAR","REM08","A08","A.3",">0","H36","","","CELDA_VACIA"
"833","VAL-048","REVISAR","REM08","A08","A.3",">0","I36","","","CELDA_VACIA"
"834","VAL-048","REVISAR","REM08","A08","A.3",">0","J36","","","CELDA_VACIA"
"835","VAL-048","REVISAR","REM08","A08","A.3",">0","K36","","","CELDA_VACIA"
"836","VAL-048","REVISAR","REM08","A08","A.3",">0","L36","","","CELDA_VACIA"
"837","VAL-048","REVISAR","REM08","A08","A.3",">0","M36","","","CELDA_VACIA"
"838","VAL-048","REVISAR","REM08","A08","A.3",">0","N36","","","CELDA_VACIA"
"839","VAL-048","REVISAR","REM08","A08","A.3",">0","O36","","","CELDA_VACIA"
"840","VAL-048","REVISAR","REM08","A08","A.3",">0","P36","","","CELDA_VACIA"
"841","VAL-048","REVISAR","REM08","A08","A.3",">0","Q36","","","CELDA_VACIA"
"842","VAL-048","REVISAR","REM08","A08","A.3",">0","R36","","","CELDA_VACIA"
"843","VAL-048","REVISAR","REM08","A08","A.3",">0","S36","","","CELDA_VACIA"
"844","VAL-048","REVISAR","REM08","A08","A.3",">0","T36","","","CELDA_VACIA"
"845","VAL-048","REVISAR","REM08","A08","A.3",">0","U36","","","CELDA_VACIA"
"846","VAL-048","REVISAR","REM08","A08","A.3",">0","V36","","","CELDA_VACIA"
"847","VAL-048","REVISAR","REM08","A08","A.3",">0","W36","","","CELDA_VACIA"
"848","VAL-048","REVISAR","REM08","A08","A.3",">0","X36","","","CELDA_VACIA"
"849","VAL-048","REVISAR","REM08","A08","A.3",">0","Y36","","","CELDA_VACIA"
"850","VAL-048","REVISAR","REM08","A08","A.3",">0","Z36","","","CELDA_VACIA"
"851","VAL-048","REVISAR","REM08","A08","A.3",">0","AA36","","","CELDA_VACIA"
"852","VAL-048","REVISAR","REM08","A08","A.3",">0","AB36","","","CELDA_VACIA"
"853","VAL-048","REVISAR","REM08","A08","A.3",">0","AC36","","","CELDA_VACIA"
"854","VAL-048","REVISAR","REM08","A08","A.3",">0","AD36","","","CELDA_VACIA"
"855","VAL-048","REVISAR","REM08","A08","A.3",">0","AE36","","","CELDA_VACIA"
"856","VAL-048","REVISAR","REM08","A08","A.3",">0","AF36","","","CELDA_VACIA"
"857","VAL-048","REVISAR","REM08","A08","A.3",">0","AG36","","","CELDA_VACIA"
"858","VAL-048","REVISAR","REM08","A08","A.3",">0","AH36","","","CELDA_VACIA"
"859","VAL-048","REVISAR","REM08","A08","A.3",">0","AI36","","","CELDA_VACIA"
"860","VAL-048","REVISAR","REM08","A08","A.3",">0","AJ36","","","CELDA_VACIA"
"861","VAL-048","REVISAR","REM08","A08","A.3",">0","AK36","","","CELDA_VACIA"
"862","VAL-048","REVISAR","REM08","A08","A.3",">0","AL36","","","CELDA_VACIA"
"863","VAL-049","ERROR","REM08","A08","A.3","B31=B67","B31","0","n","OK"
"864","VAL-049","ERROR","REM08","A08","B","B31=B67","B67","0","n","OK"
"865","VAL-050","REVISAR","REM08","A08","L",">0","C169","","","CELDA_VACIA"
"866","VAL-050","REVISAR","REM08","A08","L",">0","D169","","","CELDA_VACIA"
"867","VAL-050","REVISAR","REM08","A08","L",">0","E169","","","CELDA_VACIA"
"868","VAL-050","REVISAR","REM08","A08","L",">0","F169","","","CELDA_VACIA"
"869","VAL-050","REVISAR","REM08","A08","L",">0","C170","","","CELDA_VACIA"
"870","VAL-050","REVISAR","REM08","A08","L",">0","D170","","","CELDA_VACIA"
"871","VAL-050","REVISAR","REM08","A08","L",">0","E170","","","CELDA_VACIA"
"872","VAL-050","REVISAR","REM08","A08","L",">0","F170","","","CELDA_VACIA"
"873","VAL-051","REVISAR","REM08","A08","L",">0","C171","","","CELDA_VACIA"
"874","VAL-051","REVISAR","REM08","A08","L",">0","D171","","","CELDA_VACIA"
"875","VAL-051","REVISAR","REM08","A08","L",">0","E171","","","CELDA_VACIA"
"876","VAL-051","REVISAR","REM08","A08","L",">0","F171","","","CELDA_VACIA"
"877","VAL-052","REVISAR","REM08","A08","L",">0","C172","","","CELDA_VACIA"
"878","VAL-052","REVISAR","REM08","A08","L",">0","D172","","","CELDA_VACIA"
"879","VAL-052","REVISAR","REM08","A08","L",">0","E172","","","CELDA_VACIA"
"880","VAL-052","REVISAR","REM08","A08","L",">0","F172","","","CELDA_VACIA"
"881","VAL-052","REVISAR","REM08","A08","L",">0","C173","","","CELDA_VACIA"
"882","VAL-052","REVISAR","REM08","A08","L",">0","D173","","","CELDA_VACIA"
"883","VAL-052","REVISAR","REM08","A08","L",">0","E173","","","CELDA_VACIA"
"884","VAL-052","REVISAR","REM08","A08","L",">0","F173","","","CELDA_VACIA"
"885","VAL-052","REVISAR","REM08","A08","L",">0","C174","","","CELDA_VACIA"
"886","VAL-052","REVISAR","REM08","A08","L",">0","D174","","","CELDA_VACIA"
"887","VAL-052","REVISAR","REM08","A08","L",">0","E174","","","CELDA_VACIA"
"888","VAL-052","REVISAR","REM08","A08","L",">0","F174","","","CELDA_VACIA"
"889","VAL-053","REVISAR","REM08","A08","M",">0","E178","","","CELDA_VACIA"
"890","VAL-053","REVISAR","REM08","A08","M",">0","E179","","","CELDA_VACIA"
"891","VAL-053","REVISAR","REM08","A08","M",">0","E180","","","CELDA_VACIA"
"892","VAL-053","REVISAR","REM08","A08","M",">0","E181","","","CELDA_VACIA"
"893","VAL-053","REVISAR","REM08","A08","M",">0","E182","","","CELDA_VACIA"
"894","VAL-053","REVISAR","REM08","A08","M",">0","E183","","","CELDA_VACIA"
"895","VAL-054","REVISAR","REM08","A08","J","=0","C161","","","CELDA_VACIA"
"896","VAL-054","REVISAR","REM08","A08","J","=0","D161","","","CELDA_VACIA"
"897","VAL-055","ERROR","REM08","A08","A.1","B13>=AS13","B13","0","n","OK"
"898","VAL-055","ERROR","REM08","A08","A.1","B13>=AS13","AS13","","","CELDA_VACIA"
"899","VAL-056","REVISAR","REM11","A11","A.1",">0","B13","0","n","OK"
"900","VAL-056","REVISAR","REM11","A11","A.1",">0","C13","0","n","OK"
"901","VAL-056","REVISAR","REM11","A11","A.1",">0","B14","0","n","OK"
"902","VAL-056","REVISAR","REM11","A11","A.1",">0","C14","0","n","OK"
"903","VAL-056","REVISAR","REM11","A11","A.1",">0","B15","0","n","OK"
"904","VAL-056","REVISAR","REM11","A11","A.1",">0","C15","0","n","OK"
"905","VAL-056","REVISAR","REM11","A11","A.1",">0","B16","0","n","OK"
"906","VAL-056","REVISAR","REM11","A11","A.1",">0","C16","0","n","OK"
"907","VAL-056","REVISAR","REM11","A11","A.1",">0","B17","0","n","OK"
"908","VAL-056","REVISAR","REM11","A11","A.1",">0","C17","0","n","OK"
"909","VAL-056","REVISAR","REM11","A11","A.1",">0","B18","0","n","OK"
"910","VAL-056","REVISAR","REM11","A11","A.1",">0","C18","0","n","OK"
"911","VAL-056","REVISAR","REM11","A11","A.1",">0","B19","0","n","OK"
"912","VAL-056","REVISAR","REM11","A11","A.1",">0","C19","0","n","OK"
"913","VAL-056","REVISAR","REM11","A11","A.1",">0","B20","0","n","OK"
"914","VAL-056","REVISAR","REM11","A11","A.1",">0","C20","0","n","OK"
"915","VAL-056","REVISAR","REM11","A11","A.1",">0","B21","0","n","OK"
"916","VAL-056","REVISAR","REM11","A11","A.1",">0","C21","0","n","OK"
"917","VAL-056","REVISAR","REM11","A11","A.1",">0","B22","0","n","OK"
"918","VAL-056","REVISAR","REM11","A11","A.1",">0","C22","0","n","OK"
"919","VAL-056","REVISAR","REM11","A11","A.1",">0","B23","0","n","OK"
"920","VAL-056","REVISAR","REM11","A11","A.1",">0","C23","0","n","OK"
"921","VAL-056","REVISAR","REM11","A11","A.1",">0","B24","0","n","OK"
"922","VAL-056","REVISAR","REM11","A11","A.1",">0","C24","0","n","OK"
"923","VAL-056","REVISAR","REM11","A11","A.1",">0","B25","0","n","OK"
"924","VAL-056","REVISAR","REM11","A11","A.1",">0","C25","0","n","OK"
"925","VAL-056","REVISAR","REM11","A11","A.1",">0","B26","0","n","OK"
"926","VAL-056","REVISAR","REM11","A11","A.1",">0","C26","0","n","OK"
"927","VAL-056","REVISAR","REM11","A11","A.1",">0","B27","0","n","OK"
"928","VAL-056","REVISAR","REM11","A11","A.1",">0","C27","0","n","OK"
"929","VAL-056","REVISAR","REM11","A11","A.1",">0","B28","0","n","OK"
"930","VAL-056","REVISAR","REM11","A11","A.1",">0","C28","0","n","OK"
"931","VAL-056","REVISAR","REM11","A11","A.1",">0","B29","0","n","OK"
"932","VAL-056","REVISAR","REM11","A11","A.1",">0","C29","0","n","OK"
"933","VAL-056","REVISAR","REM11","A11","A.1",">0","B30","0","n","OK"
"934","VAL-056","REVISAR","REM11","A11","A.1",">0","C30","0","n","OK"
"935","VAL-057","REVISAR","REM11","A11","B.1",">0","C144","","","CELDA_VACIA"
"936","VAL-057","REVISAR","REM11","A11","B.1",">0","D144","","","CELDA_VACIA"
"937","VAL-057","REVISAR","REM11","A11","B.1",">0","E144","","","CELDA_VACIA"
"938","VAL-057","REVISAR","REM11","A11","B.1",">0","F144","","","CELDA_VACIA"
"939","VAL-057","REVISAR","REM11","A11","B.1",">0","G144","","","CELDA_VACIA"
"940","VAL-057","REVISAR","REM11","A11","B.1",">0","H144","","","CELDA_VACIA"
"941","VAL-057","REVISAR","REM11","A11","B.1",">0","I144","","","CELDA_VACIA"
"942","VAL-057","REVISAR","REM11","A11","B.1",">0","J144","","","CELDA_VACIA"
"943","VAL-057","REVISAR","REM11","A11","B.1",">0","K144","","","CELDA_VACIA"
"944","VAL-057","REVISAR","REM11","A11","B.1",">0","L144","","","CELDA_VACIA"
"945","VAL-057","REVISAR","REM11","A11","B.1",">0","M144","","","CELDA_VACIA"
"946","VAL-057","REVISAR","REM11","A11","B.1",">0","N144","","","CELDA_VACIA"
"947","VAL-057","REVISAR","REM11","A11","B.1",">0","O144","","","CELDA_VACIA"
"948","VAL-057","REVISAR","REM11","A11","B.1",">0","P144","","","CELDA_VACIA"
"949","VAL-057","REVISAR","REM11","A11","B.1",">0","C145","","","CELDA_VACIA"
"950","VAL-057","REVISAR","REM11","A11","B.1",">0","D145","","","CELDA_VACIA"
"951","VAL-057","REVISAR","REM11","A11","B.1",">0","E145","","","CELDA_VACIA"
"952","VAL-057","REVISAR","REM11","A11","B.1",">0","F145","","","CELDA_VACIA"
"953","VAL-057","REVISAR","REM11","A11","B.1",">0","G145","","","CELDA_VACIA"
"954","VAL-057","REVISAR","REM11","A11","B.1",">0","H145","","","CELDA_VACIA"
"955","VAL-057","REVISAR","REM11","A11","B.1",">0","I145","","","CELDA_VACIA"
"956","VAL-057","REVISAR","REM11","A11","B.1",">0","J145","","","CELDA_VACIA"
"957","VAL-057","REVISAR","REM11","A11","B.1",">0","K145","","","CELDA_VACIA"
"958","VAL-057","REVISAR","REM11","A11","B.1",">0","L145","","","CELDA_VACIA"
"959","VAL-057","REVISAR","REM11","A11","B.1",">0","M145","","","CELDA_VACIA"
"960","VAL-057","REVISAR","REM11","A11","B.1",">0","N145","","","CELDA_VACIA"
"961","VAL-057","REVISAR","REM11","A11","B.1",">0","O145","","","CELDA_VACIA"
"962","VAL-057","REVISAR","REM11","A11","B.1",">0","P145","","","CELDA_VACIA"
"963","VAL-057","REVISAR","REM11","A11","B.1",">0","C146","","","CELDA_VACIA"
"964","VAL-057","REVISAR","REM11","A11","B.1",">0","D146","","","CELDA_VACIA"
"965","VAL-057","REVISAR","REM11","A11","B.1",">0","E146","","","CELDA_VACIA"
"966","VAL-057","REVISAR","REM11","A11","B.1",">0","F146","","","CELDA_VACIA"
"967","VAL-057","REVISAR","REM11","A11","B.1",">0","G146","","","CELDA_VACIA"
"968","VAL-057","REVISAR","REM11","A11","B.1",">0","H146","","","CELDA_VACIA"
"969","VAL-057","REVISAR","REM11","A11","B.1",">0","I146","","","CELDA_VACIA"
"970","VAL-057","REVISAR","REM11","A11","B.1",">0","J146","","","CELDA_VACIA"
"971","VAL-057","REVISAR","REM11","A11","B.1",">0","K146","","","CELDA_VACIA"
"972","VAL-057","REVISAR","REM11","A11","B.1",">0","L146","","","CELDA_VACIA"
"973","VAL-057","REVISAR","REM11","A11","B.1",">0","M146","","","CELDA_VACIA"
"974","VAL-057","REVISAR","REM11","A11","B.1",">0","N146","","","CELDA_VACIA"
"975","VAL-057","REVISAR","REM11","A11","B.1",">0","O146","","","CELDA_VACIA"
"976","VAL-057","REVISAR","REM11","A11","B.1",">0","P146","","","CELDA_VACIA"
"977","VAL-057","REVISAR","REM11","A11","B.1",">0","C147","","","CELDA_VACIA"
"978","VAL-057","REVISAR","REM11","A11","B.1",">0","D147","","","CELDA_VACIA"
"979","VAL-057","REVISAR","REM11","A11","B.1",">0","E147","","","CELDA_VACIA"
"980","VAL-057","REVISAR","REM11","A11","B.1",">0","F147","","","CELDA_VACIA"
"981","VAL-057","REVISAR","REM11","A11","B.1",">0","G147","","","CELDA_VACIA"
"982","VAL-057","REVISAR","REM11","A11","B.1",">0","H147","","","CELDA_VACIA"
"983","VAL-057","REVISAR","REM11","A11","B.1",">0","I147","","","CELDA_VACIA"
"984","VAL-057","REVISAR","REM11","A11","B.1",">0","J147","","","CELDA_VACIA"
"985","VAL-057","REVISAR","REM11","A11","B.1",">0","K147","","","CELDA_VACIA"
"986","VAL-057","REVISAR","REM11","A11","B.1",">0","L147","","","CELDA_VACIA"
"987","VAL-057","REVISAR","REM11","A11","B.1",">0","M147","","","CELDA_VACIA"
"988","VAL-057","REVISAR","REM11","A11","B.1",">0","N147","","","CELDA_VACIA"
"989","VAL-057","REVISAR","REM11","A11","B.1",">0","O147","","","CELDA_VACIA"
"990","VAL-057","REVISAR","REM11","A11","B.1",">0","P147","","","CELDA_VACIA"
"991","VAL-057","REVISAR","REM11","A11","B.1",">0","C148","","","CELDA_VACIA"
"992","VAL-057","REVISAR","REM11","A11","B.1",">0","D148","","","CELDA_VACIA"
"993","VAL-057","REVISAR","REM11","A11","B.1",">0","E148","","","CELDA_VACIA"
"994","VAL-057","REVISAR","REM11","A11","B.1",">0","F148","","","CELDA_VACIA"
"995","VAL-057","REVISAR","REM11","A11","B.1",">0","G148","","","CELDA_VACIA"
"996","VAL-057","REVISAR","REM11","A11","B.1",">0","H148","","","CELDA_VACIA"
"997","VAL-057","REVISAR","REM11","A11","B.1",">0","I148","","","CELDA_VACIA"
"998","VAL-057","REVISAR","REM11","A11","B.1",">0","J148","","","CELDA_VACIA"
"999","VAL-057","REVISAR","REM11","A11","B.1",">0","K148","","","CELDA_VACIA"
"1000","VAL-057","REVISAR","REM11","A11","B.1",">0","L148","","","CELDA_VACIA"
"1001","VAL-057","REVISAR","REM11","A11","B.1",">0","M148","","","CELDA_VACIA"
"1002","VAL-057","REVISAR","REM11","A11","B.1",">0","N148","","","CELDA_VACIA"
"1003","VAL-057","REVISAR","REM11","A11","B.1",">0","O148","","","CELDA_VACIA"
"1004","VAL-057","REVISAR","REM11","A11","B.1",">0","P148","","","CELDA_VACIA"
"1005","VAL-058","REVISAR","REM11","A11","B.2",">0","C152","","","CELDA_VACIA"
"1006","VAL-058","REVISAR","REM11","A11","B.2",">0","D152","","","CELDA_VACIA"
"1007","VAL-058","REVISAR","REM11","A11","B.2",">0","E152","","","CELDA_VACIA"
"1008","VAL-058","REVISAR","REM11","A11","B.2",">0","F152","","","CELDA_VACIA"
"1009","VAL-058","REVISAR","REM11","A11","B.2",">0","G152","","","CELDA_VACIA"
"1010","VAL-058","REVISAR","REM11","A11","B.2",">0","H152","","","CELDA_VACIA"
"1011","VAL-058","REVISAR","REM11","A11","B.2",">0","I152","","","CELDA_VACIA"
"1012","VAL-058","REVISAR","REM11","A11","B.2",">0","J152","","","CELDA_VACIA"
"1013","VAL-058","REVISAR","REM11","A11","B.2",">0","K152","","","CELDA_VACIA"
"1014","VAL-058","REVISAR","REM11","A11","B.2",">0","L152","","","CELDA_VACIA"
"1015","VAL-058","REVISAR","REM11","A11","B.2",">0","M152","","","CELDA_VACIA"
"1016","VAL-058","REVISAR","REM11","A11","B.2",">0","N152","","","CELDA_VACIA"
"1017","VAL-058","REVISAR","REM11","A11","B.2",">0","O152","","","CELDA_VACIA"
"1018","VAL-058","REVISAR","REM11","A11","B.2",">0","P152","","","CELDA_VACIA"
"1019","VAL-058","REVISAR","REM11","A11","B.2",">0","C153","","","CELDA_VACIA"
"1020","VAL-058","REVISAR","REM11","A11","B.2",">0","D153","","","CELDA_VACIA"
"1021","VAL-058","REVISAR","REM11","A11","B.2",">0","E153","","","CELDA_VACIA"
"1022","VAL-058","REVISAR","REM11","A11","B.2",">0","F153","","","CELDA_VACIA"
"1023","VAL-058","REVISAR","REM11","A11","B.2",">0","G153","","","CELDA_VACIA"
"1024","VAL-058","REVISAR","REM11","A11","B.2",">0","H153","","","CELDA_VACIA"
"1025","VAL-058","REVISAR","REM11","A11","B.2",">0","I153","","","CELDA_VACIA"
"1026","VAL-058","REVISAR","REM11","A11","B.2",">0","J153","","","CELDA_VACIA"
"1027","VAL-058","REVISAR","REM11","A11","B.2",">0","K153","","","CELDA_VACIA"
"1028","VAL-058","REVISAR","REM11","A11","B.2",">0","L153","","","CELDA_VACIA"
"1029","VAL-058","REVISAR","REM11","A11","B.2",">0","M153","","","CELDA_VACIA"
"1030","VAL-058","REVISAR","REM11","A11","B.2",">0","N153","","","CELDA_VACIA"
"1031","VAL-058","REVISAR","REM11","A11","B.2",">0","O153","","","CELDA_VACIA"
"1032","VAL-058","REVISAR","REM11","A11","B.2",">0","P153","","","CELDA_VACIA"
"1033","VAL-058","REVISAR","REM11","A11","B.2",">0","C154","","","CELDA_VACIA"
"1034","VAL-058","REVISAR","REM11","A11","B.2",">0","D154","","","CELDA_VACIA"
"1035","VAL-058","REVISAR","REM11","A11","B.2",">0","E154","","","CELDA_VACIA"
"1036","VAL-058","REVISAR","REM11","A11","B.2",">0","F154","","","CELDA_VACIA"
"1037","VAL-058","REVISAR","REM11","A11","B.2",">0","G154","","","CELDA_VACIA"
"1038","VAL-058","REVISAR","REM11","A11","B.2",">0","H154","","","CELDA_VACIA"
"1039","VAL-058","REVISAR","REM11","A11","B.2",">0","I154","","","CELDA_VACIA"
"1040","VAL-058","REVISAR","REM11","A11","B.2",">0","J154","","","CELDA_VACIA"
"1041","VAL-058","REVISAR","REM11","A11","B.2",">0","K154","","","CELDA_VACIA"
"1042","VAL-058","REVISAR","REM11","A11","B.2",">0","L154","","","CELDA_VACIA"
"1043","VAL-058","REVISAR","REM11","A11","B.2",">0","M154","","","CELDA_VACIA"
"1044","VAL-058","REVISAR","REM11","A11","B.2",">0","N154","","","CELDA_VACIA"
"1045","VAL-058","REVISAR","REM11","A11","B.2",">0","O154","","","CELDA_VACIA"
"1046","VAL-058","REVISAR","REM11","A11","B.2",">0","P154","","","CELDA_VACIA"
"1047","VAL-058","REVISAR","REM11","A11","B.2",">0","C155","","","CELDA_VACIA"
"1048","VAL-058","REVISAR","REM11","A11","B.2",">0","D155","","","CELDA_VACIA"
"1049","VAL-058","REVISAR","REM11","A11","B.2",">0","E155","","","CELDA_VACIA"
"1050","VAL-058","REVISAR","REM11","A11","B.2",">0","F155","","","CELDA_VACIA"
"1051","VAL-058","REVISAR","REM11","A11","B.2",">0","G155","","","CELDA_VACIA"
"1052","VAL-058","REVISAR","REM11","A11","B.2",">0","H155","","","CELDA_VACIA"
"1053","VAL-058","REVISAR","REM11","A11","B.2",">0","I155","","","CELDA_VACIA"
"1054","VAL-058","REVISAR","REM11","A11","B.2",">0","J155","","","CELDA_VACIA"
"1055","VAL-058","REVISAR","REM11","A11","B.2",">0","K155","","","CELDA_VACIA"
"1056","VAL-058","REVISAR","REM11","A11","B.2",">0","L155","","","CELDA_VACIA"
"1057","VAL-058","REVISAR","REM11","A11","B.2",">0","M155","","","CELDA_VACIA"
"1058","VAL-058","REVISAR","REM11","A11","B.2",">0","N155","","","CELDA_VACIA"
"1059","VAL-058","REVISAR","REM11","A11","B.2",">0","O155","","","CELDA_VACIA"
"1060","VAL-058","REVISAR","REM11","A11","B.2",">0","P155","","","CELDA_VACIA"
"1061","VAL-058","REVISAR","REM11","A11","B.2",">0","C156","","","CELDA_VACIA"
"1062","VAL-058","REVISAR","REM11","A11","B.2",">0","D156","","","CELDA_VACIA"
"1063","VAL-058","REVISAR","REM11","A11","B.2",">0","E156","","","CELDA_VACIA"
"1064","VAL-058","REVISAR","REM11","A11","B.2",">0","F156","","","CELDA_VACIA"
"1065","VAL-058","REVISAR","REM11","A11","B.2",">0","G156","","","CELDA_VACIA"
"1066","VAL-058","REVISAR","REM11","A11","B.2",">0","H156","","","CELDA_VACIA"
"1067","VAL-058","REVISAR","REM11","A11","B.2",">0","I156","","","CELDA_VACIA"
"1068","VAL-058","REVISAR","REM11","A11","B.2",">0","J156","","","CELDA_VACIA"
"1069","VAL-058","REVISAR","REM11","A11","B.2",">0","K156","","","CELDA_VACIA"
"1070","VAL-058","REVISAR","REM11","A11","B.2",">0","L156","","","CELDA_VACIA"
"1071","VAL-058","REVISAR","REM11","A11","B.2",">0","M156","","","CELDA_VACIA"
"1072","VAL-058","REVISAR","REM11","A11","B.2",">0","N156","","","CELDA_VACIA"
"1073","VAL-058","REVISAR","REM11","A11","B.2",">0","O156","","","CELDA_VACIA"
"1074","VAL-058","REVISAR","REM11","A11","B.2",">0","P156","","","CELDA_VACIA"
"1075","VAL-059","REVISAR","REM11","A11","C1",">0","C161","0","n","OK"
"1076","VAL-059","REVISAR","REM11","A11","C1",">0","D161","0","n","OK"
"1077","VAL-059","REVISAR","REM11","A11","C1",">0","C162","0","n","OK"
"1078","VAL-059","REVISAR","REM11","A11","C1",">0","D162","0","n","OK"
"1079","VAL-059","REVISAR","REM11","A11","C1",">0","C163","0","n","OK"
"1080","VAL-059","REVISAR","REM11","A11","C1",">0","D163","0","n","OK"
"1081","VAL-059","REVISAR","REM11","A11","C1",">0","C164","0","n","OK"
"1082","VAL-059","REVISAR","REM11","A11","C1",">0","D164","0","n","OK"
"1083","VAL-059","REVISAR","REM11","A11","C1",">0","C165","0","n","OK"
"1084","VAL-059","REVISAR","REM11","A11","C1",">0","D165","0","n","OK"
"1085","VAL-059","REVISAR","REM11","A11","C1",">0","C166","0","n","OK"
"1086","VAL-059","REVISAR","REM11","A11","C1",">0","D166","0","n","OK"
"1087","VAL-059","REVISAR","REM11","A11","C1",">0","C167","0","n","OK"
"1088","VAL-059","REVISAR","REM11","A11","C1",">0","D167","0","n","OK"
"1089","VAL-059","REVISAR","REM11","A11","C1",">0","C168","0","n","OK"
"1090","VAL-059","REVISAR","REM11","A11","C1",">0","D168","0","n","OK"
"1091","VAL-059","REVISAR","REM11","A11","C1",">0","C169","0","n","OK"
"1092","VAL-059","REVISAR","REM11","A11","C1",">0","D169","0","n","OK"
"1093","VAL-059","REVISAR","REM11","A11","C1",">0","C170","0","n","OK"
"1094","VAL-059","REVISAR","REM11","A11","C1",">0","D170","0","n","OK"
"1095","VAL-059","REVISAR","REM11","A11","C1",">0","C171","0","n","OK"
"1096","VAL-059","REVISAR","REM11","A11","C1",">0","D171","0","n","OK"
"1097","VAL-059","REVISAR","REM11","A11","C1",">0","C172","0","n","OK"
"1098","VAL-059","REVISAR","REM11","A11","C1",">0","D172","0","n","OK"
"1099","VAL-059","REVISAR","REM11","A11","C1",">0","C173","0","n","OK"
"1100","VAL-059","REVISAR","REM11","A11","C1",">0","D173","0","n","OK"
"1101","VAL-059","REVISAR","REM11","A11","C1",">0","C174","0","n","OK"
"1102","VAL-059","REVISAR","REM11","A11","C1",">0","D174","0","n","OK"
"1103","VAL-059","REVISAR","REM11","A11","C1",">0","C175","0","n","OK"
"1104","VAL-059","REVISAR","REM11","A11","C1",">0","D175","0","n","OK"
"1105","VAL-059","REVISAR","REM11","A11","C1",">0","C176","0","n","OK"
"1106","VAL-059","REVISAR","REM11","A11","C1",">0","D176","0","n","OK"
"1107","VAL-059","REVISAR","REM11","A11","C1",">0","C177","0","n","OK"
"1108","VAL-059","REVISAR","REM11","A11","C1",">0","D177","0","n","OK"
"1109","VAL-059","REVISAR","REM11","A11","C1",">0","C178","0","n","OK"
"1110","VAL-059","REVISAR","REM11","A11","C1",">0","D178","0","n","OK"
"1111","VAL-059","REVISAR","REM11","A11","C1",">0","C179","0","n","OK"
"1112","VAL-059","REVISAR","REM11","A11","C1",">0","D179","0","n","OK"
"1113","VAL-059","REVISAR","REM11","A11","C1",">0","C180","0","n","OK"
"1114","VAL-059","REVISAR","REM11","A11","C1",">0","D180","0","n","OK"
"1115","VAL-059","REVISAR","REM11","A11","C1",">0","C181","0","n","OK"
"1116","VAL-059","REVISAR","REM11","A11","C1",">0","D181","0","n","OK"
"1117","VAL-059","REVISAR","REM11","A11","C1",">0","C182","0","n","OK"
"1118","VAL-059","REVISAR","REM11","A11","C1",">0","D182","0","n","OK"
"1119","VAL-059","REVISAR","REM11","A11","C1",">0","C183","0","n","OK"
"1120","VAL-059","REVISAR","REM11","A11","C1",">0","D183","0","n","OK"
"1121","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C129","0","n","OK"
"1122","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C130","0","n","OK"
"1123","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C131","0","n","OK"
"1124","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C132","0","n","OK"
"1125","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C133","0","n","OK"
"1126","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C134","0","n","OK"
"1127","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C135","0","n","OK"
"1128","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C136","0","n","OK"
"1129","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C137","0","n","OK"
"1130","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C138","0","n","OK"
"1131","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C139","0","n","OK"
"1132","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C140","0","n","OK"
"1133","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C141","0","n","OK"
"1134","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C142","0","n","OK"
"1135","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C143","0","n","OK"
"1136","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C144","0","n","OK"
